CustomerID,Recency,Frequency,Monetary,Cluster,Segment
14332,23,3,840.21,0,Potential Churn
14333,68,1,415.2,3,Low Value Customers
14334,17,8,2552.21,2,VIP Customers
14335,16,2,454.86,1,New Customers
14336,17,4,1614.91,2,VIP Customers
14338,161,2,588.22,0,Potential Churn
14339,243,1,309.52,3,Low Value Customers
14340,219,1,134.7,3,Low Value Customers
14341,45,8,2166.98,2,VIP Customers
14342,21,4,668.5600000000001,0,Potential Churn
14344,127,8,889.9300000000001,0,Potential Churn
14345,39,1,108.97999999999999,3,Low Value Customers
14346,121,2,1021.58,0,Potential Churn
14348,260,1,409.57,3,Low Value Customers
14349,10,1,133.5,1,New Customers
14350,274,1,282.93,3,Low Value Customers
14351,165,1,51.0,3,Low Value Customers
14352,157,4,1078.96,0,Potential Churn
14353,215,1,90.6,3,Low Value Customers
14354,6,2,163.62,1,New Customers
14355,366,1,174.4,3,Low Value Customers
14356,80,2,701.23,0,Potential Churn
14357,43,1,225.12,1,New Customers
14359,19,3,912.18,0,Potential Churn
14360,32,4,2118.03,2,VIP Customers
14362,22,1,151.5,1,New Customers
14364,109,8,3717.35,2,VIP Customers
14368,320,1,155.0,3,Low Value Customers
14371,295,1,100.5,3,Low Value Customers
14373,358,1,76.55,3,Low Value Customers
14375,185,1,235.56,3,Low Value Customers
14377,191,2,617.05,0,Potential Churn
14379,44,2,348.1,1,New Customers
14381,52,1,202.68,3,Low Value Customers
14382,26,1,615.49,1,New Customers
14383,38,3,1247.69,0,Potential Churn
14385,9,3,202.11,1,New Customers
14386,297,1,142.4,3,Low Value Customers
14387,33,3,1727.6,0,Potential Churn
14388,10,8,3212.84,2,VIP Customers
14389,65,2,1043.46,0,Potential Churn
14390,10,9,4642.57,2,VIP Customers
14393,218,1,67.95,3,Low Value Customers
14395,2,9,3479.91,2,VIP Customers
14396,65,2,487.99,0,Potential Churn
14400,149,1,574.7,3,Low Value Customers
14401,4,13,4051.48,2,VIP Customers
14403,130,4,1475.81,0,Potential Churn
14404,34,6,1449.32,2,VIP Customers
14406,119,1,156.75,3,Low Value Customers
14407,107,5,2142.73,0,Potential Churn
14408,11,7,2599.03,2,VIP Customers
14409,71,6,2059.4500000000003,2,VIP Customers
14410,92,9,1099.27,2,VIP Customers
14411,311,1,1063.0,3,Low Value Customers
14412,43,2,770.03,0,Potential Churn
14413,362,1,121.05,3,Low Value Customers
14414,92,7,1496.98,0,Potential Churn
14416,22,2,490.22,1,New Customers
14418,4,3,1937.25,2,VIP Customers
14419,11,6,1051.79,2,VIP Customers
14420,99,1,387.52,3,Low Value Customers
14421,57,2,813.11,0,Potential Churn
14422,1,6,4263.64,2,VIP Customers
14423,218,1,265.2,3,Low Value Customers
14424,18,1,322.08,1,New Customers
14426,24,10,4481.67,2,VIP Customers
14427,50,2,363.34000000000003,1,New Customers
14428,7,5,1224.06,2,VIP Customers
14431,303,1,470.36,3,Low Value Customers
14432,10,6,2248.5,2,VIP Customers
14434,22,6,1372.8,2,VIP Customers
14436,99,1,89.06,3,Low Value Customers
14437,366,1,63.0,3,Low Value Customers
14438,306,1,131.9,3,Low Value Customers
14439,320,1,2661.24,0,Potential Churn
14440,8,5,2357.6800000000003,2,VIP Customers
14441,1,4,1712.89,2,VIP Customers
14442,205,2,1589.82,0,Potential Churn
14443,54,4,1420.2,0,Potential Churn
14446,1,4,1005.55,2,VIP Customers
14447,19,5,1163.23,2,VIP Customers
14448,9,2,375.35,1,New Customers
14449,19,4,885.8,2,VIP Customers
14450,181,3,483.25,0,Potential Churn
14451,60,2,643.9,0,Potential Churn
14452,11,2,259.05,1,New Customers
14453,190,1,119.93,3,Low Value Customers
14456,5,9,3014.32,2,VIP Customers
14457,311,1,113.64,3,Low Value Customers
14459,155,1,1837.92,0,Potential Churn
14460,110,3,434.34,0,Potential Churn
14461,148,3,2102.67,0,Potential Churn
14462,66,11,1975.57,2,VIP Customers
14463,98,3,529.62,0,Potential Churn
14465,247,3,1038.44,0,Potential Churn
14466,29,7,2272.4,2,VIP Customers
14467,18,4,596.26,1,New Customers
14470,12,2,461.19,1,New Customers
14472,104,8,1852.67,2,VIP Customers
14473,74,2,234.34000000000003,3,Low Value Customers
14474,46,1,547.66,1,New Customers
14475,72,3,925.85,0,Potential Churn
14476,257,1,193.0,3,Low Value Customers
14477,20,4,1309.6,2,VIP Customers
14479,254,2,316.25,3,Low Value Customers
14480,11,1,279.05,1,New Customers
14481,165,2,636.51,0,Potential Churn
14482,18,6,2022.81,2,VIP Customers
14483,282,1,137.1,3,Low Value Customers
14484,50,1,321.92,1,New Customers
14485,39,1,162.8,1,New Customers
14487,27,6,1165.48,2,VIP Customers
14488,68,1,1064.28,0,Potential Churn
14489,207,1,463.38,3,Low Value Customers
14491,175,2,340.93,3,Low Value Customers
14493,7,5,2383.2400000000002,2,VIP Customers
14494,26,1,139.56,1,New Customers
14495,51,2,123.8,3,Low Value Customers
14496,312,2,538.8100000000001,3,Low Value Customers
14497,309,1,475.37,3,Low Value Customers
14498,43,5,1957.32,2,VIP Customers
14499,26,3,808.44,0,Potential Churn
14500,88,3,356.85,0,Potential Churn
14501,184,2,251.21,3,Low Value Customers
14502,20,11,2426.79,2,VIP Customers
14503,3,6,3543.26,2,VIP Customers
14504,47,4,673.26,0,Potential Churn
14506,17,5,1960.65,2,VIP Customers
14507,24,6,1367.88,2,VIP Customers
14508,22,2,268.05,1,New Customers
14511,11,5,1314.81,2,VIP Customers
14512,188,2,275.28,3,Low Value Customers
14513,101,3,455.59000000000003,0,Potential Churn
14514,61,3,990.2,0,Potential Churn
14515,18,6,2076.89,2,VIP Customers
14517,33,2,330.45,1,New Customers
14518,64,1,174.37,3,Low Value Customers
14520,2,2,270.6,1,New Customers
14522,24,4,974.54,0,Potential Churn
14523,108,1,241.09,3,Low Value Customers
14524,32,9,1843.83,2,VIP Customers
14525,20,9,4215.9,2,VIP Customers
14528,37,1,364.21999999999997,1,New Customers
14529,60,3,578.61,0,Potential Churn
14530,26,6,2862.11,2,VIP Customers
14532,236,4,932.85,0,Potential Churn
14533,25,7,1949.72,2,VIP Customers
14535,60,3,2854.84,0,Potential Churn
14536,260,1,170.95,3,Low Value Customers
14537,58,1,355.56,3,Low Value Customers
14538,65,2,388.25,0,Potential Churn
14539,16,2,537.48,1,New Customers
14540,10,3,952.66,1,New Customers
14541,59,8,1453.35,2,VIP Customers
14542,186,1,103.25,3,Low Value Customers
14544,24,2,2004.3,0,Potential Churn
14546,5,5,2573.93,2,VIP Customers
14547,4,8,3974.75,2,VIP Customers
14548,151,2,652.8,0,Potential Churn
14549,311,1,289.24,3,Low Value Customers
14550,11,2,757.37,1,New Customers
14551,18,2,186.23,1,New Customers
14552,152,1,164.22,3,Low Value Customers
14553,19,5,859.27,2,VIP Customers
14554,10,4,2279.4900000000002,2,VIP Customers
14555,57,2,312.54,1,New Customers
14557,85,1,788.38,0,Potential Churn
14561,76,3,1080.76,0,Potential Churn
14565,96,4,3099.12,0,Potential Churn
14566,111,1,1432.0,0,Potential Churn
14567,57,2,1530.3600000000001,0,Potential Churn
14569,1,1,227.39,1,New Customers
14570,281,2,217.21,3,Low Value Customers
14572,3,7,2804.54,2,VIP Customers
14573,180,9,1639.82,0,Potential Churn
14576,372,1,35.400000000000006,3,Low Value Customers
14577,13,4,859.71,2,VIP Customers
14578,3,1,168.63,1,New Customers
14581,17,1,138.6,1,New Customers
14582,41,1,114.11,3,Low Value Customers
14583,6,5,986.96,2,VIP Customers
14584,169,4,1033.06,0,Potential Churn
14585,50,1,157.05,3,Low Value Customers
14586,277,1,237.36,3,Low Value Customers
14587,19,9,1580.29,2,VIP Customers
14589,372,1,39.75,3,Low Value Customers
14591,15,4,1320.21,2,VIP Customers
14592,35,3,557.94,0,Potential Churn
14593,22,3,617.15,1,New Customers
14594,7,2,363.33,1,New Customers
14595,20,6,1740.6,2,VIP Customers
14597,11,2,866.24,1,New Customers
14598,44,1,221.97,1,New Customers
14600,306,1,393.33000000000004,3,Low Value Customers
14601,11,1,213.96,1,New Customers
14603,275,1,660.0,3,Low Value Customers
14608,4,4,1785.15,2,VIP Customers
14609,72,4,601.56,0,Potential Churn
14616,243,3,406.08000000000004,0,Potential Churn
14618,9,3,553.44,1,New Customers
14619,246,1,394.44,3,Low Value Customers
14620,206,2,412.78000000000003,3,Low Value Customers
14621,1,5,1788.3600000000001,2,VIP Customers
14622,185,1,320.58000000000004,3,Low Value Customers
14623,32,5,882.02,2,VIP Customers
14624,57,2,225.85,1,New Customers
14625,196,2,899.63,0,Potential Churn
14626,24,4,2791.27,2,VIP Customers
14628,91,2,671.96,0,Potential Churn
14629,4,2,955.26,1,New Customers
14631,51,3,1006.98,0,Potential Churn
14632,263,1,114.56,3,Low Value Customers
14633,266,1,344.90000000000003,3,Low Value Customers
14636,36,2,609.85,1,New Customers
14638,51,1,443.6,1,New Customers
14639,52,6,2984.49,2,VIP Customers
14640,24,6,2107.38,2,VIP Customers
14641,22,1,110.46,1,New Customers
14642,59,1,96.12,3,Low Value Customers
14643,170,2,693.8100000000001,0,Potential Churn
14644,68,2,830.76,0,Potential Churn
14645,157,2,597.09,0,Potential Churn
14647,201,1,236.04000000000002,3,Low Value Customers
14649,5,4,1402.59,2,VIP Customers
14651,67,2,653.75,0,Potential Churn
14652,77,1,114.18,3,Low Value Customers
14653,1,7,1916.7,2,VIP Customers
14655,8,4,1932.23,2,VIP Customers
14656,169,2,291.05,3,Low Value Customers
14657,18,4,848.22,2,VIP Customers
14658,5,2,247.15,1,New Customers
14659,9,9,2529.93,2,VIP Customers
14660,87,2,285.74,3,Low Value Customers
14661,27,1,107.95,1,New Customers
14662,29,4,741.37,0,Potential Churn
14664,20,2,636.24,1,New Customers
14665,61,5,1835.7,0,Potential Churn
14666,24,1,179.95,1,New Customers
14669,242,3,1259.24,0,Potential Churn
14670,280,2,392.86,3,Low Value Customers
14672,235,2,765.55,0,Potential Churn
14673,3,5,1736.4,2,VIP Customers
14675,16,1,596.36,1,New Customers
14676,31,6,2548.2400000000002,2,VIP Customers
14681,71,3,498.95,0,Potential Churn
14682,188,2,52.0,3,Low Value Customers
14684,26,5,1201.51,2,VIP Customers
14687,107,1,628.38,3,Low Value Customers
14689,209,1,112.8,3,Low Value Customers
14690,44,2,355.05,1,New Customers
14691,31,5,2114.33,2,VIP Customers
14692,137,4,591.55,0,Potential Churn
14693,265,1,172.9,3,Low Value Customers
14696,4,7,2078.95,2,VIP Customers
14697,218,2,188.60999999999999,3,Low Value Customers
14698,2,5,1217.27,2,VIP Customers
14699,214,1,109.13000000000001,3,Low Value Customers
14700,32,3,2195.1,0,Potential Churn
14701,11,9,2526.09,2,VIP Customers
14703,15,1,318.17,1,New Customers
14704,20,7,1461.6200000000001,2,VIP Customers
14705,199,1,179.0,3,Low Value Customers
14708,3,3,1126.37,2,VIP Customers
14709,15,13,4921.04,2,VIP Customers
14710,14,4,599.48,1,New Customers
14711,10,11,2839.62,2,VIP Customers
14712,29,3,917.07,0,Potential Churn
14713,9,11,2662.2,2,VIP Customers
14714,24,1,160.19,1,New Customers
14715,25,4,867.38,0,Potential Churn
14716,43,2,307.51,1,New Customers
14719,2,5,1581.84,2,VIP Customers
14720,6,3,663.81,1,New Customers
14722,147,1,180.42000000000002,3,Low Value Customers
14723,10,6,1120.66,2,VIP Customers
14725,25,1,655.58,1,New Customers
14727,274,1,268.58,3,Low Value Customers
14729,374,1,313.49,3,Low Value Customers
14730,1,8,1897.57,2,VIP Customers
14731,47,3,380.02,0,Potential Churn
14732,8,8,2702.4900000000002,2,VIP Customers
14737,4,3,1164.55,2,VIP Customers
14738,43,7,1314.45,2,VIP Customers
14739,4,7,3902.28,2,VIP Customers
14740,197,3,1448.21,0,Potential Churn
14741,12,6,1400.34,2,VIP Customers
14744,16,7,1099.98,2,VIP Customers
14745,113,5,1220.26,0,Potential Churn
14747,249,1,328.2,3,Low Value Customers
14748,29,5,1415.75,2,VIP Customers
14752,44,1,389.64,1,New Customers
14753,87,1,563.15,3,Low Value Customers
14754,45,2,638.05,0,Potential Churn
14755,10,11,5010.28,2,VIP Customers
14756,15,1,738.96,1,New Customers
14757,75,1,420.5,3,Low Value Customers
14758,145,4,1484.06,0,Potential Churn
14759,5,3,1625.97,2,VIP Customers
14760,297,1,89.2,3,Low Value Customers
14761,59,2,255.9,1,New Customers
14762,264,1,300.52,3,Low Value Customers
14764,47,1,278.3,1,New Customers
14765,29,3,254.11,1,New Customers
14766,8,6,2473.37,2,VIP Customers
14768,17,2,192.60000000000002,1,New Customers
14770,232,2,876.42,0,Potential Churn
14772,112,1,139.26,3,Low Value Customers
14775,58,3,1011.9,0,Potential Churn
14776,51,11,2538.3,2,VIP Customers
14778,127,2,730.86,0,Potential Churn
14779,281,3,386.15,0,Potential Churn
14780,55,2,447.68,1,New Customers
14782,320,1,200.10000000000002,3,Low Value Customers
14784,26,2,289.99,1,New Customers
14785,10,2,77.4,1,New Customers
14788,7,2,679.4399999999999,1,New Customers
14789,29,1,197.64,1,New Customers
14790,17,4,745.06,2,VIP Customers
14792,64,1,6.2,3,Low Value Customers
14793,21,1,228.99,1,New Customers
14794,3,7,1319.91,2,VIP Customers
14795,166,1,131.45000000000002,3,Low Value Customers
14798,53,3,173.74,1,New Customers
14799,51,1,157.7,3,Low Value Customers
14800,48,12,4331.79,2,VIP Customers
14801,61,1,189.34,3,Low Value Customers
14803,162,3,845.55,0,Potential Churn
14804,9,1,353.27,1,New Customers
14805,15,4,546.4,1,New Customers
14806,75,1,193.39000000000001,3,Low Value Customers
14808,40,8,2718.6,2,VIP Customers
14810,41,11,2085.33,2,VIP Customers
14813,370,2,152.88,3,Low Value Customers
14815,37,2,778.5,0,Potential Churn
14816,197,1,271.85,3,Low Value Customers
14817,200,2,1110.34,0,Potential Churn
14818,74,3,657.8,0,Potential Churn
14819,64,2,272.07,3,Low Value Customers
14820,21,4,507.29,1,New Customers
14821,367,1,48.800000000000004,3,Low Value Customers
14823,180,3,321.43,3,Low Value Customers
14824,10,4,1127.71,2,VIP Customers
14825,4,12,2221.01,2,VIP Customers
14828,197,3,2139.76,0,Potential Churn
14829,29,4,697.55,0,Potential Churn
14830,53,1,188.03,3,Low Value Customers
14834,18,6,1720.3,2,VIP Customers
14836,10,3,102.44999999999999,1,New Customers
14837,90,4,1649.5,0,Potential Churn
14840,268,1,62.85,3,Low Value Customers
14841,53,6,3295.76,2,VIP Customers
14842,44,4,2824.69,2,VIP Customers
14844,64,4,3189.81,0,Potential Churn
14847,149,1,309.4,3,Low Value Customers
14850,312,1,325.75,3,Low Value Customers
14851,23,2,511.35,1,New Customers
14852,58,6,2836.69,2,VIP Customers
14853,24,2,475.8,1,New Customers
14854,78,7,2740.03,2,VIP Customers
14855,119,2,645.65,0,Potential Churn
14856,36,3,1290.53,0,Potential Churn
14857,60,2,1173.12,0,Potential Churn
14859,13,4,1353.74,2,VIP Customers
14860,19,1,170.32,1,New Customers
14861,52,1,125.79,3,Low Value Customers
14862,26,2,841.1999999999999,1,New Customers
14863,29,1,266.76,1,New Customers
14865,7,2,52.2,1,New Customers
14867,186,3,710.28,0,Potential Churn
14868,3,8,2953.59,2,VIP Customers
14869,9,2,721.45,1,New Customers
14870,262,1,327.25,3,Low Value Customers
14871,3,4,501.28000000000003,1,New Customers
14873,210,1,519.68,3,Low Value Customers
14875,108,2,1465.3200000000002,0,Potential Churn
14878,13,9,1476.09,2,VIP Customers
14880,77,3,690.59,0,Potential Churn
14881,20,1,255.4,1,New Customers
14882,27,2,589.7,1,New Customers
14883,19,6,761.59,2,VIP Customers
14885,132,1,765.3199999999999,3,Low Value Customers
14886,253,1,364.8,3,Low Value Customers
14887,79,1,1862.0,0,Potential Churn
14888,207,1,369.2,3,Low Value Customers
14889,336,1,135.9,3,Low Value Customers
14890,254,1,125.65,3,Low Value Customers
14891,148,2,554.38,0,Potential Churn
14893,10,2,1237.8500000000001,1,New Customers
14894,85,1,655.75,3,Low Value Customers
14896,205,2,468.77000000000004,3,Low Value Customers
14897,8,4,1366.38,2,VIP Customers
14898,23,6,1269.31,2,VIP Customers
14901,11,9,1421.29,2,VIP Customers
14902,26,1,332.66,1,New Customers
14903,21,5,2795.33,2,VIP Customers
14904,2,2,1025.44,1,New Customers
14905,158,2,616.15,0,Potential Churn
14907,3,7,3501.1,2,VIP Customers
14908,74,1,277.8,3,Low Value Customers
14910,3,4,434.35,1,New Customers
14912,17,2,867.85,1,New Customers
14913,36,4,1227.43,0,Potential Churn
14915,91,2,307.48,3,Low Value Customers
14916,71,4,1268.98,0,Potential Churn
14918,116,2,1610.15,0,Potential Churn
14920,213,2,977.77,0,Potential Churn
14921,30,2,1316.07,0,Potential Churn
14923,51,1,749.1,1,New Customers
14924,246,1,310.05,3,Low Value Customers
14929,32,1,223.88,1,New Customers
14930,109,3,2362.96,0,Potential Churn
14931,5,4,964.6800000000001,2,VIP Customers
14932,366,1,363.53,3,Low Value Customers
14934,82,2,1890.94,0,Potential Churn
14935,297,1,1784.71,0,Potential Churn
14937,57,3,1621.88,0,Potential Churn
14946,14,1,100.9,1,New Customers
14947,72,2,290.82,3,Low Value Customers
14948,23,6,1101.97,2,VIP Customers
14950,19,1,371.2,1,New Customers
14951,79,1,311.69,3,Low Value Customers
14953,25,1,285.67,1,New Customers
14954,12,1,294.85,1,New Customers
14957,253,1,58.49,3,Low Value Customers
14958,147,3,483.72999999999996,0,Potential Churn
14959,64,4,695.42,0,Potential Churn
14960,8,2,221.27,1,New Customers
14962,271,1,126.7,3,Low Value Customers
14963,10,5,1472.34,2,VIP Customers
14964,247,1,206.21,3,Low Value Customers
14965,96,2,596.09,0,Potential Churn
14966,15,1,183.02,1,New Customers
14967,50,1,463.8,1,New Customers
14968,30,1,147.59,1,New Customers
14970,68,4,1592.06,0,Potential Churn
14971,35,3,1097.98,0,Potential Churn
14972,128,1,114.77,3,Low Value Customers
14973,107,3,1314.45,0,Potential Churn
14974,37,1,89.94,3,Low Value Customers
14975,57,1,279.94,3,Low Value Customers
14976,57,6,774.86,0,Potential Churn
14978,72,5,1921.3700000000001,0,Potential Churn
14981,246,1,102.12,3,Low Value Customers
14984,19,2,202.37,1,New Customers
14985,198,2,292.01,3,Low Value Customers
14987,16,2,326.4,1,New Customers
14988,212,1,334.54,3,Low Value Customers
14995,39,2,231.98000000000002,1,New Customers
14997,46,3,546.1999999999999,0,Potential Churn
14998,170,2,414.87,3,Low Value Customers
15000,48,1,490.52,1,New Customers
15002,116,4,1641.76,0,Potential Churn
15004,147,1,1220.38,0,Potential Churn
15006,51,1,475.43,1,New Customers
15007,159,1,156.91,3,Low Value Customers
15009,12,3,1259.43,2,VIP Customers
15010,36,1,308.94,1,New Customers
15012,54,2,405.04,1,New Customers
15014,43,2,257.67,1,New Customers
15016,173,1,170.04,3,Low Value Customers
15017,34,1,125.58,1,New Customers
15018,39,3,496.21000000000004,0,Potential Churn
15019,267,1,252.81,3,Low Value Customers
15021,9,9,1871.77,2,VIP Customers
15022,12,4,852.39,2,VIP Customers
15024,10,10,1636.43,2,VIP Customers
15025,33,1,361.96,1,New Customers
15026,80,3,464.2,0,Potential Churn
15027,31,4,1066.1499999999999,0,Potential Churn
15028,8,4,627.13,2,VIP Customers
15030,72,2,518.28,0,Potential Churn
15031,4,4,653.19,2,VIP Customers
15032,256,3,4959.1,0,Potential Churn
15033,5,10,2553.88,2,VIP Customers
15034,16,8,4274.16,2,VIP Customers
15035,90,1,252.73000000000002,3,Low Value Customers
15036,72,3,429.56,0,Potential Churn
15038,59,6,685.74,0,Potential Churn
15041,170,1,179.93,3,Low Value Customers
15042,199,1,135.93,3,Low Value Customers
15043,31,1,537.0,1,New Customers
15045,152,2,735.66,0,Potential Churn
15047,270,1,343.62,3,Low Value Customers
15048,65,4,381.0,0,Potential Churn
15049,274,1,121.17000000000002,3,Low Value Customers
15050,25,3,1737.69,0,Potential Churn
15051,23,3,1383.3600000000001,0,Potential Churn
15052,319,1,207.73000000000002,3,Low Value Customers
15053,5,3,693.95,1,New Customers
15054,12,2,302.1,1,New Customers
15057,275,2,1489.5,0,Potential Churn
15058,25,11,2102.54,2,VIP Customers
15059,41,9,1337.72,2,VIP Customers
15060,8,4,293.0,1,New Customers
15062,71,4,987.86,0,Potential Churn
15063,213,1,370.79999999999995,3,Low Value Customers
15065,38,4,3158.13,2,VIP Customers
15066,53,1,893.59,0,Potential Churn
15067,78,3,1744.76,0,Potential Churn
15068,46,2,553.36,0,Potential Churn
15069,179,1,1109.53,0,Potential Churn
15070,373,1,106.2,3,Low Value Customers
15071,94,2,982.07,0,Potential Churn
15073,10,3,1043.41,2,VIP Customers
15074,105,1,735.67,3,Low Value Customers
15075,78,1,773.03,0,Potential Churn
15076,173,1,880.85,3,Low Value Customers
15079,213,4,895.61,0,Potential Churn
15081,22,5,504.8,2,VIP Customers
15083,257,1,88.2,3,Low Value Customers
15087,282,1,306.94,3,Low Value Customers
15088,21,2,1160.07,0,Potential Churn
15089,10,6,2420.84,2,VIP Customers
15090,308,1,381.32,3,Low Value Customers
15091,68,1,480.71,3,Low Value Customers
15092,215,2,457.81,3,Low Value Customers
15093,18,6,4597.02,2,VIP Customers
15095,104,4,1370.6,0,Potential Churn
15096,43,1,219.39000000000001,1,New Customers
15097,4,1,248.08,1,New Customers
15099,84,1,410.48,3,Low Value Customers
15100,334,3,876.0,0,Potential Churn
15101,9,2,317.53,1,New Customers
15103,31,2,703.36,1,New Customers
15104,197,2,993.54,0,Potential Churn
15105,18,7,2298.93,2,VIP Customers
15106,18,5,1422.52,2,VIP Customers
15107,311,6,319.5,0,Potential Churn
15108,142,3,1159.25,0,Potential Churn
15109,246,1,484.95,3,Low Value Customers
15110,24,4,996.1,2,VIP Customers
15111,29,3,1567.48,0,Potential Churn
15113,10,3,3509.04,2,VIP Customers
15114,30,10,2760.56,2,VIP Customers
15115,18,1,340.11,1,New Customers
15116,18,4,1352.75,2,VIP Customers
15117,15,5,1551.78,2,VIP Customers
15118,134,1,244.8,3,Low Value Customers
15119,246,1,266.4,3,Low Value Customers
15120,134,1,358.82,3,Low Value Customers
15121,50,2,457.72,1,New Customers
15122,114,3,1633.78,0,Potential Churn
15123,7,2,2199.31,2,VIP Customers
15124,23,2,184.19,1,New Customers
15127,66,1,406.53,3,Low Value Customers
15128,60,4,1471.0,0,Potential Churn
15129,50,11,3447.4,2,VIP Customers
15130,170,1,330.11,3,Low Value Customers
15132,18,5,977.9300000000001,2,VIP Customers
15133,128,3,982.42,0,Potential Churn
15134,15,8,1387.99,2,VIP Customers
15135,239,1,139.05,3,Low Value Customers
15136,3,4,1286.7,2,VIP Customers
15139,240,2,178.96,3,Low Value Customers
15140,52,7,2354.25,2,VIP Customers
15142,46,1,498.74,1,New Customers
15143,226,1,259.45,3,Low Value Customers
15145,4,4,1194.73,2,VIP Customers
15146,165,2,1327.16,0,Potential Churn
15147,240,1,623.5,3,Low Value Customers
15148,11,1,301.29,1,New Customers
15149,134,1,520.8000000000001,3,Low Value Customers
15150,17,10,5291.33,2,VIP Customers
15152,10,13,4745.69,2,VIP Customers
15153,31,1,329.25,1,New Customers
15154,75,1,254.28,3,Low Value Customers
15156,1,3,961.49,2,VIP Customers
15157,4,3,1936.07,2,VIP Customers
15158,45,1,401.40000000000003,1,New Customers
15160,357,1,158.16,3,Low Value Customers
15163,18,2,304.47,1,New Customers
15164,69,3,824.58,0,Potential Churn
15165,373,1,487.75,3,Low Value Customers
15167,321,1,158.8,3,Low Value Customers
15168,26,1,106.56,1,New Customers
15171,331,1,1289.5,0,Potential Churn
15172,9,5,1624.05,2,VIP Customers
15174,323,1,135.75,3,Low Value Customers
15175,72,1,224.14,3,Low Value Customers
15178,260,1,40.5,3,Low Value Customers
15179,18,5,2206.95,2,VIP Customers
15180,367,1,87.5,3,Low Value Customers
15181,66,3,689.4799999999999,0,Potential Churn
15182,154,2,622.85,0,Potential Churn
15184,29,2,402.2,1,New Customers
15185,70,1,310.62,3,Low Value Customers
15186,14,2,411.41,1,New Customers
15192,120,3,1044.32,0,Potential Churn
15193,61,1,499.32,1,New Customers
15195,3,1,3861.0,1,New Customers
15197,11,3,1079.6100000000001,2,VIP Customers
15198,92,2,193.64,3,Low Value Customers
15199,59,4,1268.7,0,Potential Churn
15201,87,5,1236.54,0,Potential Churn
15203,26,6,1827.8,2,VIP Customers
15204,357,1,316.58,3,Low Value Customers
15205,85,2,653.24,0,Potential Churn
15206,10,4,420.29999999999995,1,New Customers
15208,1,5,870.12,2,VIP Customers
15210,225,1,331.18,3,Low Value Customers
15211,60,2,894.4100000000001,0,Potential Churn
15212,241,1,101.8,3,Low Value Customers
15213,319,2,328.35,3,Low Value Customers
15214,2,8,1661.44,2,VIP Customers
15215,47,3,734.94,0,Potential Churn
15216,88,1,96.6,3,Low Value Customers
15219,176,1,305.75,3,Low Value Customers
15220,52,6,1778.96,2,VIP Customers
15221,366,1,403.25,3,Low Value Customers
15222,319,1,585.0,3,Low Value Customers
15223,226,2,755.75,0,Potential Churn
15224,358,2,322.08,3,Low Value Customers
15225,234,1,409.40000000000003,3,Low Value Customers
15226,311,1,154.41,3,Low Value Customers
15227,37,5,1219.4,2,VIP Customers
15228,66,4,3386.71,0,Potential Churn
15230,239,2,429.6,3,Low Value Customers
15232,113,2,612.06,0,Potential Churn
15234,277,1,197.0,3,Low Value Customers
15235,218,12,2247.51,2,VIP Customers
15236,299,1,321.05,3,Low Value Customers
15237,2,4,1412.32,2,VIP Customers
15238,29,3,1071.99,0,Potential Churn
15239,10,2,780.59,1,New Customers
15240,45,5,1706.57,2,VIP Customers
15241,67,8,1756.44,2,VIP Customers
15243,74,1,316.68,3,Low Value Customers
15244,65,2,631.57,0,Potential Churn
15245,134,3,2515.84,0,Potential Churn
15246,238,2,514.15,3,Low Value Customers
15247,122,1,356.0,3,Low Value Customers
15252,36,2,740.78,0,Potential Churn
15253,16,5,918.1999999999999,2,VIP Customers
15254,127,1,300.36,3,Low Value Customers
15255,67,1,890.85,0,Potential Churn
15256,149,1,98.45,3,Low Value Customers
15257,283,1,317.15,3,Low Value Customers
15258,169,2,623.16,0,Potential Churn
15260,100,7,1810.77,0,Potential Churn
15261,135,1,254.82,3,Low Value Customers
15262,324,1,178.95000000000002,3,Low Value Customers
15263,107,1,156.51,3,Low Value Customers
15264,64,1,393.74,3,Low Value Customers
15265,151,2,1506.1200000000001,0,Potential Churn
15266,338,1,119.3,3,Low Value Customers
15267,22,5,1717.36,2,VIP Customers
15269,24,1,408.8,1,New Customers
15270,16,7,2379.49,2,VIP Customers
15272,57,2,721.94,0,Potential Churn
15274,4,2,716.57,1,New Customers
15275,38,1,615.14,1,New Customers
15276,66,1,128.63,3,Low Value Customers
15277,47,1,255.89999999999998,1,New Customers
15279,355,1,290.51,3,Low Value Customers
15280,172,1,113.12,3,Low Value Customers
15281,59,9,2332.15,2,VIP Customers
15286,50,1,240.55,3,Low Value Customers
15287,22,2,486.69,1,New Customers
15288,43,5,2306.52,2,VIP Customers
15289,29,3,939.78,0,Potential Churn
15292,201,1,178.39,3,Low Value Customers
15296,51,6,3672.86,2,VIP Customers
15297,10,3,641.94,1,New Customers
15298,2,12,4799.9,2,VIP Customers
15299,67,6,3907.01,2,VIP Customers
15300,64,1,496.44,3,Low Value Customers
15301,51,12,5049.95,2,VIP Customers
15303,290,1,574.02,3,Low Value Customers
15304,61,8,694.4000000000001,2,VIP Customers
15306,64,3,1174.35,0,Potential Churn
15307,96,1,205.3,3,Low Value Customers
15308,274,1,310.47,3,Low Value Customers
15312,75,4,924.85,0,Potential Churn
15313,110,1,52.0,3,Low Value Customers
15314,199,1,327.97,3,Low Value Customers
15315,64,2,570.5,0,Potential Churn
